Text,Date,CleanSVM,CleanIndoBERTweet
Warganet tampaknya kurang menaruh simpati pada Menteri Keuangan baru Purbaya Yudhi Sadewa. Indikasinya terlihat dari sentimen negatif yang mencapai 55 persen. #Ekonomi #AdadiKompas https://t.co/pcuhVUVC6a,Sun Sep 14 03:56:34 +0000 2025,warganet tampak kurang taruh simpati menteri uang baru purbaya yudhi sadewa indikasi lihat sentimen negatif capai persen,warganet tampaknya kurang menaruh simpati pada menteri keuangan baru purbaya yudhi sadewa. indikasinya terlihat dari sentimen negatif yang mencapai 55 persen. #ekonomi #adadikompas
Menteri Keuangan Purbaya Yudhi Sadewa membuat gebrakan awal dengan mengucurkan dana sebesar Rp 200 triliun dari Bank Indonesia kepada lima bank Himpunan Bank Milik Negara (HIMBARA). Kebijakan ini diharapkan dapat mendorong pertumbuhan ekonomi. Purbaya secara khusus meminta https://t.co/iFwBq7aCkX,Sun Sep 14 03:41:28 +0000 2025,menteri uang purbaya yudhi sadewa buat gebrak awal kucur dana besar rp triliun bank indonesia lima bank himpun bank milik negara himbara bijak harap dorong tumbuh ekonomi purbaya khusus minta,menteri keuangan purbaya yudhi sadewa membuat gebrakan awal dengan mengucurkan dana sebesar rp 200 triliun dari bank indonesia kepada lima bank himpunan bank milik negara (himbara). kebijakan ini diharapkan dapat mendorong pertumbuhan ekonomi. purbaya secara khusus meminta
@ArmaZulfikar @notesofstoria Bukan Menteri Keuangan Indonesia saat ini (Purbaya Yudhi Sadewa) lulusan ITB dan Purdue bukan STAN. Sri Mulyani juga bukan lulusan STAN melainkan UI dan University of Illinois.,Sun Sep 14 03:36:08 +0000 2025,bukan menteri uang indonesia purbaya yudhi sadewa lulus itb purdue bukan stan sri mulyani bukan lulus stan ui university of illinois,bukan menteri keuangan indonesia saat ini (purbaya yudhi sadewa) lulusan itb dan purdue bukan stan. sri mulyani juga bukan lulusan stan melainkan ui dan university of illinois.
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyampaikan pemerintah menyalurkan dana sebesar Rp200 triliun ke lima bank milik negara. Kebijakan ini merupakan langkah strategis untuk meningkatkan likuiditas di sistem perbankan dan mendorong pertumbuhan ekonomi. https://t.co/5ugXcSUD8U,Sun Sep 14 03:15:00 +0000 2025,menteri uang menkeu purbaya yudhi sadewa sampai perintah salur dana besar rp triliun lima bank milik negara bijak rupa langkah strategis tingkat likuiditas sistem perban dorong tumbuh ekonomi,menteri keuangan (menkeu) purbaya yudhi sadewa menyampaikan pemerintah menyalurkan dana sebesar rp200 triliun ke lima bank milik negara. kebijakan ini merupakan langkah strategis untuk meningkatkan likuiditas di sistem perbankan dan mendorong pertumbuhan ekonomi.
Purbaya Yudhi Sadewa Ngaku Suka Nonton Drama Pendek Kalau Lagi Stres https://t.co/HhQz1pd6TG,Sun Sep 14 03:10:34 +0000 2025,purbaya yudhi sadewa aku suka nonton drama pendek kalau stres,purbaya yudhi sadewa mengaku suka nonton drama pendek kalau lagi stres
Menteri Keuangan Purbaya Yudhi Sadewa meminta maaf atas pernyataannya mengenai tuntutan 17+8 yang menuai kritik publik. Ia menegaskan pemerintah tetap mendengar aspirasi seluruh rakyat.,Sun Sep 14 02:59:19 +0000 2025,menteri uang purbaya yudhi sadewa minta maaf atas nyata kena tuntut tuai kritik publik tegas perintah tetap dengar aspirasi seluruh rakyat,menteri keuangan purbaya yudhi sadewa meminta maaf atas pernyataannya mengenai tuntutan 17+8 yang menuai kritik publik. ia menegaskan pemerintah tetap mendengar aspirasi seluruh rakyat.
Check out my latest article: ️Rapat Komisi XI DPR RI dengan Menteri Keuangan Purbaya Yudhi Sadewa (RAPBN 2026🇮🇩) https://t.co/RAHdwk2W1b via @LinkedIn,Sun Sep 14 02:44:36 +0000 2025,cek keluar my latest article rapat komisi xi dpr ri menteri uang purbaya yudhi sadewa rapbn  via,cek keluar my latest article: ️rapat komisi xi dpr ri dengan menteri keuangan purbaya yudhi sadewa (rapbn 2026🇮🇩) via
Kemenkeu menggelontorkan dana Rp200 triliun dari BI ke 6 himpunan bank milik negara atau bank Himbara. Menkeu Purbaya Yudhi Sadewa mengatakan dana Rp200 triliun akan mulai disalurkan ke Bank Mandiri BRI BTN BNI BSI dan 1 bank syariah https://t.co/Ltg7CNuqjp,Sun Sep 14 02:33:05 +0000 2025,kemenkeu gelontor dana rp triliun bi himpun bank milik negara bank himbara menkeu purbaya yudhi sadewa kata dana rp triliun mulai salur bank mandiri bri btn bni bsi bank syariah,kemenkeu menggelontorkan dana rp200 triliun dari bi ke 6 himpunan bank milik negara atau bank himbara. menkeu purbaya yudhi sadewa mengatakan dana rp200 triliun akan mulai disalurkan ke bank mandiri bri btn bni bsi dan 1 bank syariah
Check out my latest article: ️ Sarasehan Ekonomi Bersama Presiden Republik Indonesia 🇮🇩 ( Purbaya Yudhi Sadewa) https://t.co/xdnbdmmDGY via @LinkedIn,Sun Sep 14 02:14:32 +0000 2025,cek keluar my latest article  sarasehan ekonomi sama presiden republik indonesia  purbaya yudhi sadewa via,cek keluar my latest article: ️ sarasehan ekonomi bersama presiden republik indonesia 🇮🇩 ( purbaya yudhi sadewa) via
Check out my latest article: ️ LPS Diserang 3️⃣M Hacker!? ‍️ Purbaya Yudhi Sadewa ( Ketua Dewan Komisioner LPS) https://t.co/Siv04paHzh via @LinkedIn,Sun Sep 14 01:42:43 +0000 2025,cek keluar my latest article  lps serang m hacker  purbaya yudhi sadewa ketua dewan komisioner lps via,cek keluar my latest article: ️ lps diserang 3️⃣m hacker!? ‍️ purbaya yudhi sadewa ( ketua dewan komisioner lps) via
Dari kemaren seliweran statement Menkeu Purbaya Yudhi Sadewa soal 3.000T aja bisa dikorupsi masa hutang 1.300T g bisa lunas. Saya blm terganggu soalnya dari awal muncul video rapat full YouTubenya g ada denger statement begitu. Apa saya yg lupa? @grok betulkah itu atau hoax?,Sun Sep 14 01:13:15 +0000 2025,kemaren seliwer statement menkeu purbaya yudhi sadewa soal t korupsi masa hutang t tidak lunas ganggu soal awal muncul video rapat full youtubenya tidak denger statement apa lupa betul hoax,dari kemaren seliweran statement menkeu purbaya yudhi sadewa soal 3.000t saja bisa dikorupsi masa hutang 1.300t Tidak bisa lunas. saya belum terganggu soalnya dari awal muncul video rapat full youtubenya Tidak ada denger statement begitu. apa saya yang lupa? betulkah itu atau hoax?
@amandasah__ Menkeu Purbaya Yudhi Sadewa gaya komunikasi nya seperti introvert yg genius... Sy yakin rakyat Indonesia mulai banyak berharap kepada kinerja dia ...,Sun Sep 14 00:44:49 +0000 2025,menkeu purbaya yudhi sadewa gaya komunikasi nya introvert genius yakin rakyat indonesia mulai banyak harap kerja,menkeu purbaya yudhi sadewa gaya komunikasi nya seperti introvert yang genius... saya yakin rakyat indonesia mulai banyak berharap kepada kinerja dia ...
Cekikan Ekonomi Kualitas ''Rujak Purbaya'' kian baik. Kian bermutu. Menkeu Purbaya Yudhi Sadewa tidak lagi dirujak soal gaya dan kata-katanya tapi mulai soal esensi kebijakannya. #catatanhariandahlanislan https://t.co/hd5RgPlTal,Sun Sep 14 00:33:56 +0000 2025,ceki ekonomi kualitas rujak purbaya kian baik kian mutu menkeu purbaya yudhi sadewa rujak soal gaya katakatanya mulai soal esensi bijak,cekikan ekonomi kualitas ''rujak purbaya'' kian baik. kian bermutu. menkeu purbaya yudhi sadewa tidak lagi dirujak soal gaya dan kata-katanya tetapi mulai soal esensi kebijakannya. #catatanhariandahlanislan
Saham rokok mendadak ngebul usai Sri Mulyani diganti Purbaya Yudhi Sadewa. Pasar seolah bernapas lega dari cukai horror era lama. HMSP GGRM WIIM hingga ITIC ikut terbang. Tapi jangan lupa APBN 2026 butuh Rp334 3 triliun rokok ilegal siap diburu MBDK pun kena getahnya. https://t.co/YIduBBLh6m,Mon Sep 15 23:53:17 +0000 2025,saham rokok dadak ngebul usai sri mulyani ganti purbaya yudhi sadewa pasar napas lega cukai horror era lama hmsp ggrm wiim hingga itic ikut terbang jangan lupa apbn butuh rp triliun rokok ilegal siap buru mbdk kena getah,saham rokok mendadak ngebul usai sri mulyani diganti purbaya yudhi sadewa. pasar seolah bernapas lega dari cukai horror era lama. hmsp ggrm wiim hingga itic ikut terbang. tetapi jangan lupa apbn 2026 butuh rp334 3 triliun rokok ilegal siap diburu mbdk pun kena getahnya.
secara public speaking purbaya itu lugas apa adanya menyajikan data dengan gamblang gaya bicara koboi dan terus terang ini lebih dimengerti publik ketimbang pakai bahasa yg ilmiah will see terobosan kebijakan-kebijakan apa saja soal ekonomi moneter dan fiskalnya,Mon Sep 15 23:41:53 +0000 2025,public speaking purbaya lugas apa ada saji data gamblang gaya bicara koboi terus terang lebih erti publik ketimbang pakai bahasa ilmiah will see terobos kebijakankebijakan apa soal ekonomi moneter fiskal,secara public speaking purbaya itu lugas apa adanya menyajikan data dengan gamblang gaya bicara koboi dan terus terang ini lebih dimengerti publik ketimbang pakai bahasa yang ilmiah will see terobosan kebijakan-kebijakan apa saja soal ekonomi moneter dan fiskalnya
@dody_fm @tempodotco Loh? Jurnalis emang begini kerjaanya. Masa iya srimulyani di kritik purbaya engga? Gimana dah lu pola pikir nya? Yg namanya kebijakan ya harus di kukitin biar masyarakat bisa berpikir dr berbagai sudut pandang. Lu sekolah dulu deh biar ngga ngaco pikiranya,Mon Sep 15 23:23:33 +0000 2025,loh jurnalis emang begini kerjaanya masa iya srimulyani kritik purbaya bagaimana dah lu pola pikir nya nama bijak kitin biar masyarakat pikir bagai sudut pandang lu sekolah dulu deh biar masuk akal pikiranya,loh? jurnalis emang begini kerjaanya. masa iya srimulyani di kritik purbaya engga? bagaimana dah lu pola pikir nya? yang namanya kebijakan ya harus di kukitin biar masyarakat bisa berpikir dari berbagai sudut pandang. lu sekolah dulu deh biar tidak tidak masuk akal pikiranya
@msaid_didu Klo purbaya blum pernah sowan jabat tangan atau sungkem ke King Solo dipastikan kerjanya akan bagus. Tetapi klo sudah pernah ngelakuin hal itu jangaan harap banyak pasti kinerjanya akan hancur!,Mon Sep 15 23:10:45 +0000 2025,kalau purbaya blum pernah sowan jabat tangan sungkem raja solo pasti kerja bagus kalau pernah ngelakuin jangaan harap banyak kerja hancur,kalau purbaya blum pernah sowan jabat tangan atau sungkem ke raja solo dipastikan kerjanya akan bagus. tetapi kalau sudah pernah ngelakuin hal itu jangaan harap banyak pasti kinerjanya akan hancur!
Kebijakan Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa kucurkan Rp 200 Triliun ke Himbara menuai kritik dari Rektor Universitas Paramadina Prof. Didik J Rachbini P.hD. https://t.co/QPC0RiKOI0,Mon Sep 15 22:59:01 +0000 2025,bijak menteri uang menkeu purbaya yudhi sadewa kucur rp triliun himbara tuai kritik rektor universitas paramadina prof didik j rachbini phd,kebijakan menteri keuangan (menkeu) purbaya yudhi sadewa kucurkan rp 200 triliun ke himbara menuai kritik dari rektor universitas paramadina prof. didik j rachbini p.hd.
Menteri Keuangan Purbaya Yudhi Sadewa saat me-roasting pengamat politik Rocky Gerung langsung menyedot perhatian publik. https://t.co/bBLLVdyyhY,Mon Sep 15 22:58:15 +0000 2025,menteri uang purbaya yudhi sadewa meroasting amat politik rocky gerung langsung sedot perhati publik,menteri keuangan purbaya yudhi sadewa saat me-roasting pengamat politik rocky gerung langsung menyedot perhatian publik.
LPS Hadapi Potensi Kekosongan Pimpinan Usai Purbaya Yudhi Sadewa Jadi Menkeu https://t.co/wiaRXCoE0g,Mon Sep 15 22:57:49 +0000 2025,lps hadap potensi kosong pimpin usai purbaya yudhi sadewa jadi menkeu,lps hadapi potensi kekosongan pimpinan usai purbaya yudhi sadewa jadi menkeu
@msaid_didu Bisa jadi purbaya ini orang nya luhut dan jokowi karena di memuji pemerintahan jokowi yang baik nya di mana ,Mon Sep 15 22:43:25 +0000 2025,jadi purbaya orang nya luhut jokowi puji perintah jokowi baik nya mana,bisa jadi purbaya ini orang nya luhut dan jokowi karena di memuji pemerintahan jokowi yang baik nya di mana
Paradoks Menkeu Purbaya : Memuji kerja Jokowi TAPI mengeritik kebijakan fiskal rezim Jokowi. Pak Menkeu ini sebenarnya siapa ?,Mon Sep 15 22:29:34 +0000 2025,paradoks menkeu purbaya puji kerja jokowi keritik bijak fiskal rezim jokowi pak menkeu benar siapa,paradoks menkeu purbaya : memuji kerja jokowi tetapi mengeritik kebijakan fiskal rezim jokowi. pak menkeu ini sebenarnya siapa ?
https://t.co/nNqbwAqxaY - Menteri Keuangan Purbaya Yudhi Sadewa kembali menyindir IMF sebagai lembaga yang tidak wajib dipercaya sepenuhnya. Dalam acara Great Institute Kamis (11/9) Purbaya menyebut IMF tidak terlalu pintar untuk memprediksi pertumbuhan ekonomi. https://t.co/8kpN3dp4ZA,Mon Sep 15 22:00:00 +0000 2025,menteri uang purbaya yudhi sadewa sindir imf lembaga wajib percaya sepenuh acara great institute kamis purbaya sebut imf terlalu pintar prediksi tumbuh ekonomi,- menteri keuangan purbaya yudhi sadewa kembali menyindir imf sebagai lembaga yang tidak wajib dipercaya sepenuhnya. dalam acara great institute kamis (11/9) purbaya menyebut imf tidak terlalu pintar untuk memprediksi pertumbuhan ekonomi.
Menteri Keuangan baru Purbaya Yudhi Sadewa langsung menggebrak dengan janji pengelolaan keuangan negara yang top untuk selamatkan ekonomi dan sejahterakan rakyat. https://t.co/ZeNh4mszyx,Mon Sep 15 19:42:00 +0000 2025,menteri uang baru purbaya yudhi sadewa langsung gebrak janji kelola uang negara top selamat ekonomi sejahtera rakyat,menteri keuangan baru purbaya yudhi sadewa langsung menggebrak dengan janji pengelolaan keuangan negara yang top untuk selamatkan ekonomi dan sejahterakan rakyat.
Menkeu Purbaya Yudhi Sadewa ungkap dana Rp200 T sudah masuk ke Bank Mandiri BRI BNI (masing² Rp55 T) BTN (Rp25 T) BSI (Rp10 T) sejak Jumat lalu. Langkah ini jaga likuiditas &amp; gerakkan sektor riil. Sumber : @bisniscom Baca berita lainnya hanya di https://t.co/FKiXwsHC71 https://t.co/yiNPxjhxmC,Mon Sep 15 18:15:54 +0000 2025,menkeu purbaya yudhi sadewa ungkap dana rp t masuk bank mandiri bri bni masing rp t btn rp t bsi rp t sejak jumat lalu langkah jaga likuiditas amp gerak sektor riil sumber baca berita lain,menkeu purbaya yudhi sadewa ungkap dana rp200 t sudah masuk ke bank mandiri bri bni (masing² rp55 t) btn (rp25 t) bsi (rp10 t) sejak jumat lalu. langkah ini jaga likuiditas &amp; gerakkan sektor riil. sumber : baca berita lainnya hanya di
https://t.co/WvTeSEmjXO Menteri Keuangan Purbaya Yudhi Sadewa menduga para Dirut Bank yang tergabung dalam Himbara pusing gara-gara harus menyalurkan gelontoran dana besar dari pemerintah senilai Rp200 triliun.,Mon Sep 15 16:55:29 +0000 2025,menteri uang purbaya yudhi sadewa duga dirut bank gabung himbara pusing garagara salur gelontor dana besar perintah nila rp triliun,menteri keuangan purbaya yudhi sadewa menduga para dirut bank yang tergabung dalam himbara pusing gara-gara harus menyalurkan gelontoran dana besar dari pemerintah senilai rp200 triliun.
Ok! Untuk sementara saya dukung kebijakan pak menteri Purbaya dulu. 200T ke perbankan saya rasa bagus juga! Pasti postingan saya ini banyak yang hujat We will see siapa yang akan balik saya hujat kalo perekonomian bakal bagus dari 200T ini ,Mon Sep 15 15:54:24 +0000 2025,oke dukung bijak pak menteri purbaya dulu t perban rasa bagus postingan banyak hujat we will see siapa balik hujat kalau ekonomi bakal bagus t,ok! untuk sementara saya dukung kebijakan pak menteri purbaya dulu. 200t ke perbankan saya rasa bagus juga! pasti postingan saya ini banyak yang hujat we will see siapa yang akan balik saya hujat kalau perekonomian bakal bagus dari 200t ini
@Gkbisa_satir @Urrangawak Ya ini serius. Menteri Keuangan Purbaya Yudhi Sadewa menyatakan tidak akan ada pajak baru fokus pada optimalisasi sistem existing dan pertumbuhan ekonomi hingga 8% untuk naikkan pendapatan negara. Dikonfirmasi dari sumber seperti CNBC Indonesia dan konferensi pers resminya.,Mon Sep 15 15:25:18 +0000 2025,serius menteri uang purbaya yudhi sadewa nyata pajak baru fokus optimalisasi sistem existing tumbuh ekonomi hingga naik dapat negara konfirmasi sumber cnbc indonesia konferensi pers resmi,ya ini serius. menteri keuangan purbaya yudhi sadewa menyatakan tidak akan ada pajak baru fokus pada optimalisasi sistem existing dan pertumbuhan ekonomi hingga 8% untuk naikkan pendapatan negara. dikonfirmasi dari sumber seperti cnbc indonesia dan konferensi pers resminya.
Nexus Teoretis Kebijakan Fiskal Inovatif: Keynes MMT dan Tantangan Disiplin Anggaran di Era Purbaya Kreator: @Alibaba_Qwen Kebijakan Menteri Keuangan Purbaya Yudhi Sadewa dalam mengalokasikan dana besar ke sistem perbankan dapat dianalisis melalui lensa teori,Mon Sep 15 15:08:38 +0000 2025,nexus teoretis bijak fiskal inovatif keynes mmt tantang disiplin anggar era purbaya kreator bijak menteri uang purbaya yudhi sadewa alokasi dana besar sistem perban analis lalu lensa teori,nexus teoretis kebijakan fiskal inovatif: keynes mmt dan tantangan disiplin anggaran di era purbaya kreator: kebijakan menteri keuangan purbaya yudhi sadewa dalam mengalokasikan dana besar ke sistem perbankan dapat dianalisis melalui lensa teori
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menegaskan pemerintah tidak memberikan target khusus mengenai besaran dana yang wajib disalurkan untuk pembiayaan Koperasi Desa/Kelurahan (Kopdes) Merah Putih. Purbaya menjelaskan Kementerian Keuangan (Kemenkeu) telah menempatkan https://t.co/CMEG2oMXUv,Mon Sep 15 15:00:03 +0000 2025,menteri uang menkeu purbaya yudhi sadewa tegas perintah beri target khusus kena besar dana wajib salur biaya koperasi desakelurahan kopdes merah putih purbaya jelas menteri uang kemenkeu tempat,menteri keuangan (menkeu) purbaya yudhi sadewa menegaskan pemerintah tidak memberikan target khusus mengenai besaran dana yang wajib disalurkan untuk pembiayaan koperasi desa/kelurahan (kopdes) merah putih. purbaya menjelaskan kementerian keuangan (kemenkeu) telah menempatkan
 Analisis Teori Ilmiah di Balik Gaya Fiskal Ekspansif Menteri Purbaya Kreator: Ekonom Makro &amp; Kebijakan Fiskal ( Ilmuwan Kebijakan Publik) @deepseek_ai. Wkwk. Gaya pengelolaan fiskal Menteri Purbaya Yudhi Sadewa mencerminkan pendekatan ekspansionis berbasis teori,Mon Sep 15 14:53:23 +0000 2025,analisis teori ilmiah balik gaya fiskal ekspansif menteri purbaya kreator ekonom makro amp bijak fiskal ilmuwan bijak publik wkwk gaya kelola fiskal menteri purbaya yudhi sadewa cermin dekat ekspansionis bas teori,analisis teori ilmiah di balik gaya fiskal ekspansif menteri purbaya kreator: ekonom makro &amp; kebijakan fiskal ( ilmuwan kebijakan publik) . wkwk. gaya pengelolaan fiskal menteri purbaya yudhi sadewa mencerminkan pendekatan ekspansionis berbasis teori
